Gene,avg_log2FC
SNRPD3,0.129294430420823
PDLIM1,-1.24860773344593
STXBP3,-0.194706653833358
BPNT1,0.309696153003313
CRBN,-0.740238221577768
HINT3,-0.932210495747228
GRINA,0.424019572762874
MGEA5,-0.469397496561023
STK38L,-0.856828319021567
PPP1R12A,-1.49979966806723
OSBPL7,-0.687450746467428
MED15,-0.437633561271061
HINT1,0.521343248647554
ARPC1A,-0.108112710004876
TMEM106B,0.783583557390162
PEX11B,5.05634925180471
ROCK2,2.81515380843883
ZNF514,5.25720927100253
SDF2,-3.27188690372458
RPS14,0.20794318419891
HMGB1,0.468878997417695
TMEM258,0.860143828552795
IMP3,0.14389024489092
SLC9A3R1,0.117680244226086
TSEN34,1.91749665133001
TUBB2A,0.211478193673911
C12orf57,0.360480303246953
ABHD3,-0.962414339124682
GOLGA7,-0.253055652156802
SLC16A3,0.882390303595996
GOLPH3L,0.286565465536087
VDAC3,-0.421774979577994
TMED10,0.611508103978586
CISD2,-0.894450895146914
TMEM167B,2.27638641559798
C9orf69,2.79025438681677
CACUL1,2.54843216085413
WARS,2.58366309440944
USP7,1.76440860665601
HSD3B7,1.99559051211048
ZNF784,2.37871980371453
DMBT1,-0.330453654270256
MT-CO1,0.348230073789462
CWC15,0.312918408510312
GCA,1.04877194112675
TTC3,-0.389034664150653
MTRNR2L8,-4.29409873682412
PITX2,-3.15414198754801
CYP3A5,-3.30674470183014
PTK6,-2.9766123312944
PSMD8,-0.679221310474469
ABHD11,0.26867455805071
SARS,-0.199868559333471
MITD1,0.130448442871448
OAT,0.579668522061735
TNFRSF11A,0.773414622464739
UBE2G1,0.532064390321956
TMCO1,-0.26824093325407
DEK,-0.327575669255642
P2RX4,-0.494973166886907
KXD1,-1.05535704477053
CRELD1,1.79983420838576
TOP2B,2.37679528219675
FNDC3B,2.42251880826875
FBXW11,1.13885829524404
KMT2E-AS1,2.02095701638794
EMD,2.20346760865646
C8orf76,1.75124464374604
GLE1,2.14716415771205
PPFIBP1,2.12876057721653
ZMYM2,1.8719806230736
MAFG,1.96486090563199
DYM,2.40755404382876
CDS2,1.52815087556945
ZNF766,1.56376864799584
TMEM72,2.14673918465554
SELK,-0.509134888255003
RPL27,0.367825213126859
BCAP31,1.19408358518989
EIF3I,0.439104907452507
PFDN1,0.940209975030195
TRIM15,1.57295338052148
KRT18,0.573667446514524
CCNL1,-0.295869425584791
C19orf25,-1.02663090756238
NEK7,1.40401888991047
DDX59,1.10691737188871
UNC5C,1.01886100059183
KIAA1109,1.7337389119191
PDLIM7,0.743910238807284
RPP25,2.29445977682903
ZNF75A,2.08838677191812
NFAT5,1.01137638025096
TK1,1.64820768055846
RAB27B,1.40910634399469
PRR14L,2.18867650958659
NCAPH2,0.70179571560629
GNG5,0.347696014991012
LAMTOR4,-1.31949071631043
FNTA,-0.234876477964081
SERINC2,-1.83969544528525
RPL18A,0.300650160654156
NTHL1,-1.36438122865445
ST13,0.660160394268849
RPS10,0.107421878703917
RPS9,0.288131656250234
HLA-DRB5,1.51540196938257
VPS25,-0.298600671559221
SPSB3,-0.629176238098435
DYNLRB1,-0.394791963239095
VPS13D,1.1320871211094
DCP1A,0.887835795214005
C3orf52,1.79896026641987
MSL2,1.45091291819692
FGFR3,0.518036763979217
TBC1D1,1.26565502207126
CDS1,0.938545049213799
CLPTM1L,0.383415081663206
DDX41,0.372509682216027
ARMCX6,0.440889344696687
IKBKB,1.21650726198489
IFIT3,1.23210247006395
FAM89B,-0.507017208013427
RAD9A,0.985412824396964
CREBZF,1.15229962814736
SSPN,0.657792415175168
FAM179B,1.25315755784353
PLEKHG3,1.22259599260258
FEM1B,1.04396013562673
PITPNA,0.787015808460722
CXCL16,0.622634378564899
SPECC1,1.20436898413021
NMT1,1.50365934462239
PTRH2,-0.840659442071853
SMAD4,0.863901907635981
NXT1,1.78133256523839
GTPBP1,0.307624696356237
ARFGAP3,1.15791827653869
SMIM11,0.693317727354948
C2orf54,-3.26383217451879
VIPR1,-3.29186781241893
FOXP1,-2.63745053180532
ENTPD6,-2.87008964795676
AQP8,-4.24337974123454
SSH2,-0.26354086892457
MED29,0.256455614224459
ATP5B,0.29625168784102
NADK,1.11269438434839
VGLL4,0.575274171721552
GLRX3,0.426575393360708
SH3BGRL3,0.562603714081487
RBM17,0.154697175343546
DHRS1,-0.455941377362749
CPNE8,-0.835530581802365
COMMD10,0.372262635749441
OXA1L,0.561402908443177
FBXO6,0.848759667318422
AGMAT,1.20417341826788
NBPF1,1.21111364090062
TMEM57,1.24452634213375
CTH,0.20559545628256
FNBP1L,0.302235994667119
KIAA1324,1.40495143479285
RP11-277L2.4,1.19275093983456
DCAF8,-0.483289198724274
EIF2D,0.496460019799675
RCOR3,0.657577054805895
ARID4B,0.30752437349514
REL,0.424899485226564
GMCL1,0.949230968427725
TMEM150A,1.03573954877207
RMND5A,-0.756775609946314
UXS1,1.80578496345825
FASTKD1,-0.786998477444504
WDR12,1.28474016878365
HDAC11,-0.236342216484908
HACL1,0.885327831492077
BTD,0.829747917778847
CTDSPL,0.358381700143157
TCAIM,1.53094758903937
SMARCC1,0.486687534233359
MAP4,1.05550283674626
TBC1D23,0.96643598782156
HHLA2,0.350388189766821
ABHD10,0.993034246555319
GFM1,1.64611329635815
ANAPC4,1.26336774477323
IGFBP7,-0.958385945219967
NUP54,0.101890841667628
DCTD,0.114221827174456
C5orf28,1.01335126458834
MOCS2,-1.4631813069118
HMGCR,1.64126079908799
IQGAP2,-0.163563409378008
ELL2,-0.211646854032413
RIOK2,1.20745034193546
C5orf63,0.351540232056281
LYRM7,1.17813982188203
GNPDA1,0.583578771733792
GFOD1,0.54239190740505
PIM1,-0.148912307025369
MAFK,0.407575328826661
PSPH,1.55287200579555
RBM48,1.05368518993395
MCM7,0.206273914910492
TAF6,0.734457894684774
PNPLA8,0.953229186663862
SLC37A3,0.829368557230803
LINC01003,0.254483443001123
VMA21,1.21028901178188
STAU2,0.35428529102889
RNF139,1.45977261016803
SLC27A4,1.33347504902505
C9orf114,0.388905124862174
EXOSC2,0.931700594182127
CLIC3,0.879613973425312
SEPHS1,1.05439103840252
ZWINT,-0.39996166508179
HERC4,0.842072042127008
ZDHHC6,-0.210261007627991
ABLIM1,0.108420870771801
SIRT3,1.06517632028715
TIMM10B,1.130125563973
ZNF143,0.124845021433585
RNF141,0.153833984948324
PDHX,1.11027065373984
EXT2,1.12481304293979
METTL12,-0.431352118526998
PPME1,0.513827919292126
CASP4,0.669764675177174
ARHGAP32,-0.186875188992556
BARX2,1.06888156760083
ADIPOR2,0.9926403913152
DYRK4,-0.268554269741481
YARS2,1.39707077758502
TARBP2,0.908039119897064
MTERFD3,0.909014324887656
MED13L,0.612692023839578
SLC46A3,1.63223967427839
LACC1,-0.476063554408382
ELMSAN1,1.01965749744199
ALDH6A1,1.09809502947106
GOLGA5,1.04941375615605
TMEM62,-0.110782348980837
C15orf65,-0.821130608544901
AP3S2,0.872087584424753
SEMA4B,0.475296873466838
TMEM186,-0.155444259028018
TMEM159,1.03289712920399
SH2B1,-0.545454018112184
SIAH1,0.202508228156843
C16orf80,0.962715780297129
E2F4,0.547338595128825
CTCF,0.202888518982358
CIRH1A,0.944968397573522
NUDT7,1.38257419236234
TIMM22,1.58590480738775
TRIM16,0.299530758449458
SUPT6H,0.150958825013352
NR1D1,1.5151712167892
G6PC3,0.862201459713414
PLEKHM1,1.08244826373678
HOXB5,0.456098848514596
CYB561,0.707451845746377
NOL11,-0.752283732449953
SLC39A11,0.164974498191723
COG1,0.433936583324663
USP14,-0.461678159516351
MGME1,-0.904879053788997
PET117,0.566521923546642
PCIF1,0.390340251170143
ADNP,0.114147858101087
POLRMT,1.14880357033372
SLC35E1,0.653791002134997
URI1,1.3203863933932
ZNF146,0.509538580981297
ARHGEF1,0.438275359344206
ZNF576,0.214916140637373
TMEM191C,1.28513036107864
MAPK1,0.101144855662637
SF3A1,-0.419497964274589
CTA-29F11.1,0.926748826666362
BTG3,0.512452558339621
GART,0.369932257993083
DSCR3,0.595856103110668
PXMP2,-3.3515120973993
CNIH1,-0.556643812330429
DRAP1,0.150270859372049
ZMAT2,2.15325771036596
CDK18,-3.33523410496556
CREB3,0.656690498197976
WASL,-0.616501632885901
RNF11,-0.355541995337591
VAV3,-0.25663417597984
STAMBP,-0.719393559349572
ARHGEF35,-0.809509447131264
MRPS28,-0.387792541562041
CDK10,-0.381500408677392
RAD21,-0.657116424000574
MRPS18A,-0.379641714756676
DSC2,-0.567999245960359
PKIB,-3.0014955502324
RAB20,0.23895382035886
SCP2,-0.297862747238633
PLCD3,-0.193861531873612
EPCAM,-0.617513609358032
DPY30,-0.641797233428849
NECAP2,0.351785903953918
IMPA1,-0.245034945913131
TIMM17B,-0.57642254163432
CST3,-0.378073624378044
PDZD3,-2.77454155174307
MSLN,-3.12052043000238
RAB25,-0.203949166744853
PMF1,-0.616223485158554
PSMA7,0.167113570507455
PNISR,1.95540054218013
UGP2,-0.199597782461175
NAA50,0.30886736519978
CYB5R4,-0.314893433394861
SH3BGRL,1.03671725213388
B2M,-0.922002091711931
ATP6V0E1,0.89192713768521
DDX5,0.673760543205902
SH3BGRL2,0.880450446191219
SLC25A4,-0.774193773857881
TMA7,0.646200678049345
FDX1,-0.859957965110286
PRRC2C,0.69933294011788
DYNC1I2,-0.256388596930724
VPS51,-0.363157786343934
KDELR1,0.809009165948509
CHMP4B,-1.59097138941605
C1orf43,-0.360609403702646
SMPDL3A,-2.85413947701584
TP53INP2,-2.83199036222949
TMEM219,-0.226526911824369
LYPLA2,-0.222451723003067
FAM103A1,-0.256835347051239
SAMD9L,-0.665187128370001
COX5B,0.224435441921576
MRPS34,0.283427660442222
RAN,0.524789810396366
OSTF1,-0.550078689477359
ST6GALNAC6,-0.525182006967143
C4orf48,-0.203645976659334
GALK2,-0.206414028370392
NOP10,0.192512707809916
MRPL14,-0.32090188203523
SGMS2,4.57501845132439
PPP1R13L,3.18707915860709
APOL6,4.57711201609887
CDKN1A,-0.373665722444079
ID3,-1.04033701828834
CGN,0.747285753327531
HSF1,0.649375422643735
NSMCE4A,0.459119031273629
GSDMB,0.534749986878934
H2AFY,-0.480118157116891
REXO2,0.301559284551064
MMEL1,-2.50787941803906
ADIPOR1,-2.77069259837739
P4HA2,-2.26484582049422
LRRC1,-3.13396834442277
C12orf36,-2.71300556495594
TNFRSF1A,-0.300108387893354
EMC3,2.1834310259022
DHRS4L2,-0.642625428432526
NDUFB9,0.169132761511173
CLRN3,0.236921714836686
PREP,0.26445707756852
RXRA,2.34892803724487
HERC2,2.2701123870072
HELZ2,1.93805581265806
CNN2,1.91456493674673
YIPF2,1.26235763338127
SYMPK,1.82499056778935
RPL27A,0.30618585775006
GIPC2,-0.641010210573936
RALB,-0.435580677226792
GTF2F1,-0.342987387349895
C1orf210,-1.06133884800356
EIF4A3,-0.532282632004949
C11orf83,1.53185429292396
MIF,-0.205543414813409
DPM1,-0.22697093151261
MLX,-2.45365569016275
HNRNPA2B1,0.303547704466079
UBE2D3,0.515724168781289
CTSS,-1.69226110909372
BCL7B,0.379903733943295
TMEM259,0.6115058408885
ARL4A,0.17062845203161
CCND1,0.337968324788421
FKBP8,-0.345397822904765
RBMX,-0.366256529320785
MRPL19,-0.226519002492333
PPP4R2,-0.228107642595613
GPBP1,-0.41983897848622
C5orf56,-0.727366932436139
MID1IP1,-1.49344154556054
TTC39B,-0.405354717181951
PPP6C,-0.682007595515542
SDHAF2,-1.10855096533963
OSGEP,-0.435824544873563
BAZ1A,-1.15721722313363
DCAF7,0.290999910560458
SH3KBP1,-0.414061489513425
TMEM54,0.231132299740083
SLC22A18AS,-0.316191120570571
IFT172,-0.884040203469873
VIMP,-0.184384978277937
MTA3,1.52473675039572
AKT1,2.19219173583973
MED13,2.07071293734214
ANXA11,-0.196654125641498
PADI2,-2.67321456570262
NAAA,-2.8378053161466
MFSD10,0.461244984803856
SAR1A,-0.670791820720411
NAPA,-1.48095240437618
VASP,-0.486637541592791
RNF186,-1.8320954653352
SDSL,0.231725070344854
RPS19,0.160231868721933
AHSA1,-1.07485666840563
MPST,-1.12093387479594
SPON2,2.10120298044824
MARVELD2,1.99887494956735
LARS,1.32727380217682
ESYT2,1.53772041998355
PVRL1,1.52067767386607
NBPF10,-0.431451268900335
SERF2,0.19188043596653
HTATIP2,-0.175481449365296
NUDCD2,-0.401538034187072
OCIAD2,-0.266957694119501
IGSF9,1.64597807193945
RP11-490M8.1,1.51893978914848
TFCP2L1,-0.44745564403404
IFRD2,1.50055980187357
PODXL2,0.679281574760376
WDR46,0.281280992981868
IGF2R,0.260920789163081
SMC1A,0.835961591057464
POLE3,0.873871524870783
PRKG1,1.58862560885809
CPSF7,1.19562458065446
CASP5,0.812028425469173
ARHGAP5,0.540716451664755
GAA,0.600411555214329
CCNL2,-0.30228764312221
WDR33,-0.281795636176597
PCNP,0.253644561435603
CYFIP1,0.376988743072274
FDFT1,-0.119672110201937
MRPS36,-0.185140097672962
TMSB4X,-0.298848270279128
PYCARD,0.724323829971043
MTIF3,-0.890051383081695
CBWD1,0.731505808883169
GCNT3,0.752143613941099
RPL17,-0.713801228026359
HERPUD1,-0.770322104097573
MYC,0.107241942969882
ADD3,-0.440966167353644
PRPSAP1,0.194516246198681
IDH3G,-0.410948547309152
NDUFS3,-0.346179138208527
ANAPC11,-0.229600063251994
STPG1,1.10136863643838
HOXD1,0.197264079781039
RUVBL1,0.246538945654709
RNF130,1.54223708803068
SRRT,0.86880017851148
RNF170,1.06840232322872
SQLE,-0.338742369147732
NUTM2A-AS1,1.26985657697552
ING4,1.10083830866478
KIAA1033,1.42352519162728
SLC8B1,1.39360319414098
NHLRC3,0.670158381176834
FLOT2,0.240005245477663
FDXR,0.616704371145385
GGA3,-1.13062011937778
KIAA0195,0.418336644545287
PQLC1,1.17907161672234
KRAS,0.595733782297201
RBM23,0.414506607056895
MPHOSPH8,-0.50365344071642
SLC25A6,-1.13958514590851
ERGIC3,0.177921678161667
WIPI2,-0.603790678499684
MAP3K11,-0.100527883141792
DPP3,-0.420535919407623
FBXO34,-0.449966341156989
SNX9,-2.42168108912019
CTDSP1,-2.52054394347083
TSR2,-2.62079441439432
FUNDC2,-2.37708064425932
EIF4EBP2,-2.76492990881004
LCMT1,-2.60927919158079
PTRHD1,0.101919756572026
RNF5,-2.08399663133521
BAG6,0.206745875674352
ATP5EP2,0.352780146112869
SPINT2,-1.32646936354263
PKIG,-0.259992504628806
SPSB1,0.214865509906623
PEX14,-0.574837136867597
MECR,0.413173918428064
USP1,-0.299947027531343
MTF2,0.283615244284923
GCLM,0.97679619723781
HIST2H2BE,-0.331481179374173
ARL8A,-0.989347639102756
ZC3H11A,0.336110652040136
MIA3,0.596543473181159
LYST,1.47751867178655
PEX13,0.21861100884503
DAPL1,0.106614734715543
DNAJB2,0.6691545646947
XRN1,-0.316158527518224
SH3BP2,0.712409162065446
SEL1L3,1.59783541916219
NIPAL1,-0.298548092293337
CHIC2,0.402849590286483
REST,1.18538922016615
NNT,-0.290141371500764
TMEM161B-AS1,-0.563772625490689
FEM1C,0.598567277725188
PCDH1,0.254945262691983
TBC1D9B,0.635370719301675
TRIM38,-0.137092942708066
PPP1R10,-0.108224750229348
STK38,0.787813213627779
PHIP,0.268865274225494
SNX14,-0.330808269522129
ARHGAP18,-0.627255547489603
VTA1,-0.239914656417884
INTS1,0.412603800189575
NUDT1,1.02260120713405
EIF3B,1.51645863377712
ZNF3,-0.504804018734398
CBLL1,-0.799963686351401
ZYX,-0.359055443496449
RBM33,-0.317427343557304
AP1S2,-1.19512634825995
RBMX2,-0.498863241089773
FAM127A,0.403995871339557
MAP7D3,0.891722019126197
RNF19A,0.496178589695818
SLC35D2,0.625686380267881
SNX30,0.743102097325425
UBAC1,0.5408856727001
FAM188A,0.343484676564984
CUL2,1.13148322379946
ARL3,0.180886539687473
TRIM21,0.548718065085301
FBXO3,0.658130975171864
ZDHHC5,0.473980916577787
PRCP,1.1047079516522
WNK1,1.43797260201152
ITFG2,-0.739006430204905
PTPN6,-0.110520827081897
MED21,0.715179899800484
VDR,0.251692404935178
SARNP,-0.127775141242263
EEA1,0.226379772694496
ATXN2,1.66756894219007
NUPL1,-0.129983626381954
UBL3,-0.300983028905191
TFDP1,0.950878631178281
DNAAF2,-0.528069049733546
MPP5,-0.147366541747595
ACTN1,0.716089877829078
C14orf159,0.229246924183117
ITPK1,0.590730088083971
TRIP4,-0.325701823335769
DPP8,0.461525573643341
MAP2K5,-0.648887133707446
TBL3,0.193481525616723
NOXO1,-0.417880981155834
RP11-304L19.5,0.129057898224728
CORO7,0.784476856640687
COQ7,0.326819668588168
CORO1A,-0.697991617210613
AARS,-0.129302034227138
COG4,1.13663077660556
SLC43A2,0.489535544729064
C17orf59,-0.209817280922705
ADORA2B,0.305481637433266
CTD-2267D19.2,1.2451930334249
TRAPPC8,0.226248752211897
BTBD3,0.782725232167178
MAPRE1,0.467015059614908
CSTF1,0.541088022717626
PNPLA6,-0.266388846725863
XAB2,0.537476611585794
FBXL12,0.748113962094699
FDX1L,0.485374802760823
LDLR,-0.515091525341365
LTBP4,-0.375964857899409
FUT2,1.02084490062628
PPFIA3,1.4844775537011
NUP62,-0.106827811994851
DGCR14,0.597655198578252
HSCB,-0.169837387564439
RSPH1,0.752790845912127
SIK1,-0.476577843667964
AL592183.1,-0.213911729686563
CDIPT,0.12420686781762
RALBP1,-0.74999850966291
MRPL48,-0.769792241388368
GPA33,-1.83119995070874
ID2,-0.692046471598801
ALAD,1.01942387731151
KLF5,1.78555451192169
ZFAND6,-0.837845014347589
RNF13,-0.481410147706751
DYNC1H1,-1.06680020902363
C15orf61,-0.410443040532458
FAM173A,-0.75463207526355
BDH1,0.358556227039852
HUS1,0.321846383580712
SULT1A2,-2.2278076514625
CSRP1,-2.74833160476884
TMEM37,-2.48680630253579
CPM,-2.08177064417605
CD2BP2,-2.30724872527513
PRR15,-0.858772153554678
HIGD1A,-0.344648769211052
ACSL5,1.83911647110819
MYO1D,-0.570852199708495
SCNM1,-1.05024719991687
BCAP29,-1.26617130193789
EFNB1,-1.00973421776864
CHCHD7,-0.128688113069807
MED30,-0.665597446944865
FAM160A2,-0.794166157733107
WBP4,-1.23576504727403
TMEM251,-0.677467032788459
TRADD,-0.955589584745026
LDHD,-0.773042657405155
NR2F6,-0.743882629913084
SLC37A1,-1.13384045198245
PRMT2,0.122277670955299
DNAJC8,-0.364139150662762
METTL21A,-2.56028963092296
PDLIM5,0.407256540632934
BRMS1,0.333938665679967
NCOR1,-1.40972247987724
PMVK,1.31422873131348
AP1M2,0.240119056728679
RAB4A,-0.212158626324889
S100A10,0.299820953181083
PPA2,-0.420593604171671
GPX4,-1.74530854234234
STX4,0.371659834504452
PRELID2,0.851395307065873
NAPEPLD,4.06037802763407
RPS12,0.500712448338243
EPS8L3,-1.11291068005146
RALA,-0.966788294735426
NDUFC1,-0.259721173656741
KIF5B,-1.39358598330331
CSNK1D,-0.850352404532746
MRPS2,0.131967310263181
FABP3,-2.9690228494891
HYI,-1.79714197045395
CIR1,-2.66376884064959
UGT2A3,-2.58026702249968
ABCG2,-2.53513855375949
PTPRR,-2.08813513334852
ANPEP,-2.27722982496607
TRIP10,-2.86635065628087
APOBEC3B,-2.95784323272864
TIMM13,-0.284677031645052
PRKCSH,-1.40708941964061
PSMD13,-0.753285910204788
CCDC64B,1.6150504234516
VAMP2,-0.438938131665571
PTPMT1,-0.519397864226314
CMC2,0.304409099796402
DNAJC7,-0.40326622903059
HADHA,-0.805510041846024
RPS19BP1,-0.718766663893622
SULT1A1,-0.227449460047292
HLA-A,-1.05307968039853
HEPACAM2,-2.53893289957226
AP3S1,-0.833867444397105
CD99,-0.584770442093825
PDLIM2,-3.08174483185187
TXNDC12,0.690844538086097
GNL1,0.88090381748013
LRRC19,1.83028438225653
UBAP1,1.31944911816189
HLA-E,0.117827957322252
IGFBP4,-0.367105011010809
HNRNPAB,-0.2134535953594
ARF5,-2.33454752499745
RPS5,0.141141134250875
CPSF3L,-2.05343829065475
ACTR1B,-2.20457722834296
ARL6IP6,-2.19597343613451
VPS36,-2.86327872453984
YPEL3,-2.16236067008154
UBXN6,-2.38354820180343
BAG1,-0.457673295634643
ID1,-0.936868880347525
NDUFB10,-0.318841128448283
IER2,-1.65974952322572
SCFD1,-0.540006682182913
ZNF511,0.584383648346291
SH3YL1,-0.130757508952095
DDRGK1,0.646465300866174
CORO1B,0.489118997793481
VDAC2,0.215308874136155
ARID1A,0.794451648587063
POGZ,1.62387483085916
IARS2,1.74794564758137
ZER1,1.55680009868381
MOGAT2,1.95665140044329
KHNYN,1.02433121196195
MIS18BP1,1.12772275895069
MBTPS1,1.02259478061458
NUDT9,-1.00730402666588
WSB1,-0.955826883247079
HOOK2,-0.877583423181295
SLC25A5,-0.796027211664194
LGALS3BP,0.366309050425116
CDK11A,-0.647886734787502
COPG1,-0.404495582075605
PPP1R14C,-0.440885188389036
TMX1,-0.836573068996869
TMC5,-1.08684360704125
PINK1,-0.35784495907022
SIGIRR,-2.68711637086778
YKT6,1.35298558811937
ARMCX3,0.181523873127211
CNOT1,0.64204604799258
TPD52L2,1.30721312841632
NEURL1,-0.736438298941779
GPKOW,-2.39640500195511
HLA-G,-2.05720368155271
SGK1,-2.27934985653334
LRCH4,-2.3913167271223
FAM104B,-2.58688362782909
TMEM246,-2.09933587470289
ATG16L2,-2.51337871939987
ORAI3,-1.53108240532432
RNFT1,-2.06103461728393
TICAM1,-2.17894344537333
ILVBL,-1.71076935519129
CLPTM1,-1.7388872072006
TRAPPC6A,-0.572216500480715
KRT8,-0.228091256995656
RBBP4,-0.522797543540839
CCDC23,-0.625846798424127
RABGGTB,-1.03404414139134
IL1R2,-1.42623901516567
MOB4,-0.842827522610715
SHOC2,-0.913914737147178
SCCPDH,0.113271368877361
TAX1BP1,-1.81818774154924
ACP1,-0.240170568212643
MTRNR2L1,-4.17009239225833
GPD1L,0.524626634397606
RREB1,0.543713277398813
LINC00685,0.978439896990526
MYL6B,1.01298010041743
DHRS4,1.31773638603787
UNC45A,1.00453188636932
EEF2K,0.253363288040792
BRD7,1.14773837565328
TOM1L1,1.46296356831289
SDC4,0.339527072142991
CAMSAP3,1.41185037329815
SMIM14,-0.441183703631972
RPS16,0.30976856658928
SHD,0.702083207202073
PIGF,-0.147931243230207
EHD4,-0.248790865371553
CTSZ,-0.361548501841028
GSKIP,-0.273139609353055
JUNB,-1.23805894461973
RPS4Y1,-0.220169469094904
ST14,-0.223172724256226
SAP18,-0.155522649489587
NCSTN,0.281702592003073
GNG12,-2.98717683549294
ACBD6,1.42404667239437
TEX261,0.638692113414864
SLC9A2,0.542202258435514
LYRM4,0.231099792095617
SENP6,1.30872775881675
ASNS,0.785047064838972
PAXIP1-AS1,-0.359634981248035
GOLGA2,1.35792736951408
ANAPC2,0.60783701559283
ZMIZ1,1.12527441955591
FNBP4,0.664343524256922
ADRBK1,1.05803237120701
PRKAB1,0.554434662493338
OSGIN1,0.2206289811725
DDX42,0.924381867551624
GCDH,0.366386731401053
CLASRP,0.949813241013879
SPPL2A,1.15087275289676
SLC2A5,-2.42310222011323
PLK3,-2.50656285309985
RABIF,-1.7560135834849
NLN,-2.62228036878019
RHOBTB3,-1.93622797828061
TAF11,-1.78443606576625
CTDSP2,-1.77194485516032
CWH43,-1.7503632905282
PPP2R1A,-0.863180727824122
TSPAN3,-1.45513142043082
NEAT1,-1.43203937469317
TMEM59,-0.809547123275594
MORF4L2,0.657797122646546
NUDT22,-0.399647786271578
TRAPPC3,-1.2537266071957
MAT2B,-0.601192845722968
SAP30BP,0.210586731809348
AUP1,-0.985780280889875
FKBP4,-0.40237008750992
PCK2,-0.867331065224466
ZNF207,-0.805396073202013
MTFR1L,-1.17704952299154
ZCCHC17,-0.180504459261492
EFCAB14,-0.541395808172591
LMO4,-0.630508764042944
GABPB2,-0.628122445092178
IGSF8,0.161997584715538
PEX19,0.395796627943195
SLC30A1,0.995579625372858
SMYD2,-0.11378974761137
PYCR2,0.374095433666827
ADCK3,0.449041740601378
CPSF3,0.409932732953151
TTC32,0.947208491110314
PHOSPHO2,0.672877837231517
HAT1,0.745215223505782
FAM126B,0.3642084992886
ILKAP,0.441125266671972
HES6,-0.775645711361084
FARP2,-0.16697007635911
WDR82,0.326766475820057
GSK3B,0.211312075469401
CEP63,0.498962701131253
CCDC50,0.131464351681807
FGFBP1,0.949440103088394
POLR2B,-0.787211437014625
SULT1E1,-1.24109529341802
ANTXR2,-0.62159203389034
HELQ,0.988273300677192
SLC39A8,0.312498074893949
IL15,0.370264034983075
OCLN,0.670064429822192
PAPD4,0.131662252883328
MTRNR2L2,-0.255355564586858
TRIM36,-0.368611248966654
CCDC112,0.531428522658333
MTRF1L,-0.221498875881956
BRAT1,0.895668604830598
TMEM243,0.597619848716424
AKAP17A,-0.565345030755015
DCAF10,-0.13380885814858
RP11-395P17.11,0.992405122946587
TMEM254,-0.539914660660891
MARCH5,0.516423327977175
FAM178A,0.394675001268174
PRRG4,0.239498834146294
EHD1,0.285433569219813
EHBP1L1,-0.208585450194413
ORAOV1,-0.67690654679626
COPS7A,-0.455663244307797
MANSC1,0.251088126743725
SLC2A13,-0.149519094920064
USP15,-0.309525785498642
PRDM4,0.899042307218244
ABHD13,-0.498789111764876
KIAA0247,0.887485947245361
CEP170B,0.58599529859003
UBE3A,0.352199563607467
AAGAB,-0.948492415184603
PIAS1,1.08601066000682
C15orf38,0.606796361475411
MLST8,-0.294620181022942
RSPRY1,-0.393375771287211
DEF8,0.179363079120674
MSL1,0.613364717400267
ACBD4,-0.894194028066762
ITGA3,0.451226143796978
RP11-160O5.1,0.14214158085457
SRP68,0.49459796874524
ENDOV,0.106791942495439
FN3KRP,0.173396207590073
PIAS4,-0.712731021958087
KDM4B,0.495460840721029
CEBPA,0.714898674637686
ZNF480,0.295888608406536
PISD,-0.446749793847251
LGALS2,0.195837769073613
RABL2B,0.556473762019953
BRWD1,0.656649203090537
GGT6,-0.726404351770475
TCEA1,-0.13333143058349
FUT3,0.461466940598655
CIB1,0.253046234975872
COX4I1,-0.133840601444547
MEA1,-0.899981966721668
TCP1,-0.315664006284577
PRR13,0.145747803038083
IFI35,-0.879287967111413
ACO2,-0.72620401320161
ZFP36L1,0.232707537104062
ACAA2,-0.402184596646243
FAR1,3.08879431255793
PBX1,-0.825344288213296
TMED4,-0.508673431193101
AMN,-0.320009179082592
PRPF38A,-2.43270936554735
CYP27A1,-1.37086218107892
FIP1L1,-1.88700207965107
MALSU1,-2.39068324670887
ANK3,-1.74481222224041
C11orf49,-1.70690698717833
STX3,-2.16587266974691
CYB561A3,-2.59163305951003
SSH3,-0.965906435071884
CRADD,-1.81490682245337
PPP2R3C,-1.28140978598925
PIGS,-1.47470737722347
ZNF302,-1.63919040396343
PLD3,-1.44404953234359
KLK1,-2.11001062825077
PPHLN1,-0.339715402500964
UPP1,-1.00665099917738
LPCAT4,-0.561790095141621
IDS,1.98598614297763
PSMD12,1.92428908535142
B3GNT3,-0.4289875612653
RPL4,-0.197137971865886
CYB561D2,0.105274346679498
NFE2L2,-0.89069540999838
EIF4EBP1,-0.942422126979277
AP1G2,-0.546759441927978
MT-ND2,0.234084750240932
PCK1,-2.49456215583239
DHRS11,-0.922138885785856
GUSB,0.144923683824369
ZBTB7B,-0.129116644240218
ANKRD39,1.96419937707041
HNRNPD,1.77970899819361
MED31,1.91297351922164
UBE2E1,-0.48655293717429
MCUR1,-0.906616442563856
C21orf59,-0.5272964722252
RPL32,0.17000662024672
KLF4,-2.44723867875287
TRAPPC4,-0.591267701112047
PRSS3,-1.23227458561363
PRKCZ,-1.93458132435926
SAMD13,-2.27882686725809
